car_brand,car_tier,car_segment,damage_location,car_age,damage_type,damage_ratio,internal_damage_flag,car_model_val,repair_cost
Hyundai,Economy,Hatchback,front,3,dent,0.104,0,4.18,4600
Hyundai,Economy,Sedan,side,4,scratch,0.116,0,5.28,2000
Skoda,Mid,Sedan,rear,4,lamp_broken,0.112,0,8.47,12900
Volvo,Luxury,Sedan,side,5,scratch,0.089,0,23.7,9300
Skoda,Mid,Sedan,front,12,lamp_broken,0.201,1,2.48,34500
Volkswagen,Mid,SUV,rear,7,dent,0.097,0,9.1,8000
Hyundai,Economy,Hatchback,rear,2,lamp_broken,0.074,0,4.53,4500
Renault,Economy,SUV,side,1,scratch,0.125,0,9.2,2900
Kia,Mid,SUV,rear,2,dent,0.084,0,14.29,8200
Skoda,Mid,SUV,side,5,scratch,0.106,0,10.68,3900
Maruti Suzuki,Economy,Sedan,side,3,scratch,0.289,0,6.18,3300
BMW,Luxury,SUV,front,1,scratch,0.055,0,44.84,11800
Maruti Suzuki,Economy,Hatchback,rear,6,lamp_broken,0.108,0,2.82,4600
Renault,Economy,Sedan,front,7,dent,0.076,0,4.06,3800
Nissan,Economy,Hatchback,front,10,glass_damage,0.121,0,1.71,6700
Volvo,Luxury,SUV,front,4,lamp_broken,0.027,0,38.85,32300
Hyundai,Economy,SUV,rear,9,glass_damage,0.211,0,3.79,7000
Kia,Mid,SUV,front,7,scratch,0.161,0,8.09,4900
Nissan,Economy,Hatchback,front,6,dent,0.252,0,3.08,6600
Skoda,Mid,SUV,side,4,scratch,0.035,0,12.41,2800
Maruti Suzuki,Economy,Hatchback,rear,4,scratch,0.102,0,3.75,1800
Hyundai,Economy,SUV,rear,4,scratch,0.093,0,6.54,2300
Maruti Suzuki,Economy,Sedan,side,8,lamp_broken,0.096,0,3.53,4400
Renault,Economy,Sedan,front,10,damaged_tire,0.157,0,2.54,5000
Renault,Economy,Hatchback,rear,6,scratch,0.128,0,3.3,1500
Audi,Luxury,SUV,rear,5,glass_damage,0.106,0,31.87,47700
Skoda,Mid,Sedan,side,2,dent,0.124,0,10.72,9300
Skoda,Mid,Sedan,front,7,scratch,0.119,0,5.66,3800
BMW,Luxury,Sedan,front,5,dent,0.122,0,23.15,25600
Mercedes,Luxury,Sedan,front,8,dent,0.087,0,14.1,20100
Volkswagen,Mid,Sedan,front,8,dent,0.103,0,5.08,8900
Hyundai,Economy,Hatchback,rear,1,glass_damage,0.131,0,4.95,6300
Skoda,Mid,Hatchback,front,2,glass_damage,0.096,0,6.83,14200
Skoda,Mid,Sedan,rear,3,glass_damage,0.049,0,9.38,8900
Maruti Suzuki,Economy,Hatchback,rear,13,lamp_broken,0.27,0,1.5,5700
MG,Mid,Sedan,front,2,scratch,0.086,0,9.46,3800
Nissan,Economy,SUV,side,4,lamp_broken,0.096,0,7.18,6000
Renault,Economy,Sedan,front,4,dent,0.153,0,5.58,6000
Maruti Suzuki,Economy,Hatchback,front,8,scratch,0.116,0,2.42,2100
Tata,Economy,Hatchback,rear,4,glass_damage,0.079,0,4.24,4700
Volkswagen,Mid,SUV,side,5,dent,0.123,0,10.03,10400
Tata,Economy,Hatchback,front,9,glass_damage,0.035,0,2.34,4700
Nissan,Economy,Hatchback,front,7,lamp_broken,0.12,0,2.79,6100
Renault,Economy,Hatchback,rear,1,scratch,0.26,0,5.29,3100
Nissan,Economy,Hatchback,side,1,lamp_broken,0.067,0,5.14,4900
Renault,Economy,Sedan,rear,6,dent,0.049,0,4.49,2600
Maruti Suzuki,Economy,SUV,rear,8,lamp_broken,0.073,0,4.81,5300
Nissan,Economy,SUV,rear,5,dent,0.085,0,6.55,4200
Volkswagen,Mid,SUV,side,4,dent,0.17,0,12.09,13300
Renault,Economy,Hatchback,side,2,damaged_tire,0.097,0,4.91,4000
Maruti Suzuki,Economy,Hatchback,rear,3,dent,0.304,0,4.24,6600
Volvo,Luxury,SUV,rear,10,damaged_tire,0.235,0,14.49,20800
BMW,Luxury,Sedan,side,6,lamp_broken,0.183,0,20.11,35200
Volvo,Luxury,SUV,front,11,glass_damage,0.052,0,11.22,41800
Volkswagen,Mid,Hatchback,front,8,dent,0.061,0,3.43,6100
Honda,Mid,Sedan,side,9,dent,0.113,0,4.09,8500
Jaguar,Luxury,SUV,front,2,scratch,0.088,0,45.1,14300
Hyundai,Economy,SUV,side,1,lamp_broken,0.079,0,10.58,6800
Skoda,Mid,SUV,front,5,dent,0.286,1,10.3,35400
Tata,Economy,Hatchback,side,2,glass_damage,0.055,0,5.31,5300
Nissan,Economy,Sedan,rear,12,scratch,0.248,0,1.7,2300
Volvo,Luxury,SUV,side,11,glass_damage,0.138,0,11.09,44000
Maruti Suzuki,Economy,Hatchback,front,1,scratch,0.11,0,5.35,2400
Tata,Economy,Hatchback,side,9,glass_damage,0.116,0,2.06,5900
BMW,Luxury,SUV,front,3,glass_damage,0.056,0,40.18,55800
Toyota,Mid,SUV,front,8,scratch,0.3,0,7.14,6700
Skoda,Mid,Sedan,front,5,dent,0.228,0,7.13,13900
MG,Mid,SUV,rear,6,dent,0.057,0,9.65,6700
Nissan,Economy,SUV,rear,3,lamp_broken,0.066,0,7.75,5300
Nissan,Economy,Hatchback,side,2,dent,0.131,0,4.75,4900
Tata,Economy,Sedan,side,7,scratch,0.104,0,3.98,1700
Maruti Suzuki,Economy,Sedan,rear,1,dent,0.079,0,7.52,3500
Nissan,Economy,Hatchback,side,2,dent,0.054,0,4.53,3100
Skoda,Mid,Sedan,rear,1,dent,0.19,0,10.85,10600
Tata,Economy,Hatchback,side,3,scratch,0.068,0,3.83,1500
Hyundai,Economy,SUV,side,7,damaged_tire,0.309,0,5.1,7600
Nissan,Economy,Hatchback,front,9,lamp_broken,0.13,0,1.96,6200
Honda,Mid,SUV,front,7,scratch,0.053,0,8.06,3300
Nissan,Economy,Sedan,front,7,dent,0.08,0,4.22,4600
Renault,Economy,SUV,front,13,dent,0.086,0,1.98,3900
Toyota,Mid,SUV,front,3,scratch,0.087,0,10.99,4600
BMW,Luxury,SUV,rear,6,damaged_tire,0.15,0,28.38,19600
Nissan,Economy,SUV,front,4,dent,0.183,0,7.32,7900
Renault,Economy,Sedan,front,12,glass_damage,0.075,0,1.57,4900
Nissan,Economy,Sedan,front,4,dent,0.143,0,5.95,6800
Renault,Economy,Hatchback,side,5,scratch,0.165,0,3.45,2200
Tata,Economy,Hatchback,side,5,lamp_broken,0.078,0,3.72,4700
Skoda,Mid,SUV,side,10,scratch,0.096,0,4.57,3700
Hyundai,Economy,SUV,front,4,damaged_tire,0.273,0,7.53,8600
Volkswagen,Mid,SUV,side,4,scratch,0.213,0,11.58,5500
MG,Mid,SUV,rear,3,scratch,0.011,0,12.14,2100
Skoda,Mid,SUV,rear,4,dent,0.207,0,11.47,13500
Audi,Luxury,SUV,rear,2,lamp_broken,0.079,0,46.78,35800
Kia,Mid,SUV,rear,2,scratch,0.103,0,14.97,4200
Jaguar,Luxury,SUV,side,8,glass_damage,0.069,0,20.7,36600
Skoda,Mid,SUV,front,3,dent,0.058,0,11.62,9000
MG,Mid,SUV,rear,7,lamp_broken,0.106,0,8.04,12200
Maruti Suzuki,Economy,Sedan,front,7,damaged_tire,0.181,0,4.2,5600
Audi,Luxury,SUV,rear,5,glass_damage,0.085,0,31.79,41600
Hyundai,Economy,Hatchback,rear,5,scratch,0.108,0,3.61,1800
Maruti Suzuki,Economy,SUV,front,3,glass_damage,0.294,0,7.66,11200
Audi,Luxury,Sedan,front,7,lamp_broken,0.088,0,16.55,32800
Renault,Economy,Hatchback,front,5,lamp_broken,0.078,0,3.43,4800
Renault,Economy,SUV,rear,12,damaged_tire,0.164,0,1.92,4300
Hyundai,Economy,Hatchback,side,2,lamp_broken,0.254,0,4.95,8200
Maruti Suzuki,Economy,Sedan,front,3,glass_damage,0.097,0,6.52,7800
Nissan,Economy,Sedan,side,10,glass_damage,0.126,0,2.45,6300
Hyundai,Economy,Hatchback,side,3,dent,0.132,0,4.26,4500
Renault,Economy,Sedan,front,2,dent,0.207,0,7.58,7700
Tata,Economy,Hatchback,front,6,scratch,0.067,0,3.22,1600
MG,Mid,Sedan,rear,9,dent,0.098,0,4.62,6000
Skoda,Mid,SUV,front,7,dent,0.055,0,7.79,8600
Maruti Suzuki,Economy,Sedan,front,3,damaged_tire,0.159,0,7.05,6200
Hyundai,Economy,Sedan,rear,4,lamp_broken,0.109,0,5.58,5800
Nissan,Economy,Hatchback,side,3,scratch,0.076,0,4.5,1700
Toyota,Mid,Sedan,rear,2,lamp_broken,0.096,0,11.05,11900
MG,Mid,Sedan,front,6,scratch,0.222,0,6.68,5500
Honda,Mid,Sedan,rear,9,dent,0.324,0,4.41,10600
Renault,Economy,Hatchback,front,4,dent,0.071,0,3.8,4100
Maruti Suzuki,Economy,Hatchback,side,3,dent,0.056,0,4.33,3100
Tata,Economy,SUV,side,2,dent,0.102,0,8.04,5900
Nissan,Economy,Hatchback,rear,1,dent,0.25,0,4.71,6200
Tata,Economy,SUV,side,4,lamp_broken,0.19,0,7.12,9100
Honda,Mid,Hatchback,side,3,lamp_broken,0.227,0,6.41,17900
Honda,Mid,Sedan,rear,1,lamp_broken,0.041,0,10.98,8800
Hyundai,Economy,SUV,front,8,lamp_broken,0.126,0,4.44,7400
Nissan,Economy,Sedan,side,15,damaged_tire,0.04,0,1.64,2700
Nissan,Economy,Hatchback,front,5,glass_damage,0.114,0,3.24,7100
Tata,Economy,SUV,front,5,glass_damage,0.124,0,6.25,8500
Audi,Luxury,SUV,rear,2,dent,0.087,0,38.27,21200
Nissan,Economy,SUV,front,4,dent,0.031,0,8.12,3600
Hyundai,Economy,Sedan,rear,5,scratch,0.229,0,5.16,2700
Nissan,Economy,Hatchback,front,7,damaged_tire,0.142,0,2.72,4400
Maruti Suzuki,Economy,SUV,rear,3,scratch,0.308,0,7.62,3500
Renault,Economy,Hatchback,side,4,dent,0.079,0,3.95,3500
Volkswagen,Mid,SUV,side,6,dent,0.072,0,9.31,7700
Skoda,Mid,SUV,front,6,glass_damage,0.141,0,9.57,17500
Mercedes,Luxury,SUV,front,6,dent,0.118,0,28.7,28300
Maruti Suzuki,Economy,Hatchback,front,4,scratch,0.115,0,3.88,2100
Mercedes,Luxury,Sedan,front,3,lamp_broken,0.046,0,28.05,29600
Honda,Mid,SUV,rear,8,dent,0.092,0,7.07,8300
MG,Mid,Sedan,front,2,lamp_broken,0.291,0,10.32,23800
Renault,Economy,SUV,front,3,scratch,0.046,0,8.12,2100
Renault,Economy,Hatchback,side,6,dent,0.194,0,3.03,5300
Renault,Economy,Sedan,front,3,scratch,0.032,0,6.45,1500
Renault,Economy,Hatchback,front,4,glass_damage,0.071,0,4.1,6100
Hyundai,Economy,Hatchback,rear,5,damaged_tire,0.117,0,3.69,4000
MG,Mid,Hatchback,rear,5,lamp_broken,0.197,0,5.2,14100
Maruti Suzuki,Economy,Hatchback,side,1,damaged_tire,0.113,0,5.02,4500
Toyota,Mid,SUV,rear,4,scratch,0.014,0,12.41,1800
Hyundai,Economy,Hatchback,rear,3,dent,0.098,0,4.07,3600
Maruti Suzuki,Economy,Hatchback,front,4,scratch,0.13,0,4.21,2100
Nissan,Economy,SUV,side,1,lamp_broken,0.054,0,8.67,5800
Kia,Mid,Sedan,side,4,scratch,0.189,0,8.05,4600
Hyundai,Economy,Hatchback,rear,7,scratch,0.081,0,2.85,1500
Nissan,Economy,Hatchback,front,10,glass_damage,0.138,0,1.64,7000
Toyota,Mid,Sedan,side,9,damaged_tire,0.184,0,4.33,7400
Tata,Economy,Sedan,side,6,scratch,0.04,0,4.56,1400
Tata,Economy,Sedan,front,9,scratch,0.113,0,2.93,2100
Maruti Suzuki,Economy,Hatchback,rear,0,glass_damage,0.186,0,5.06,6400
Tata,Economy,Hatchback,rear,20,glass_damage,0.167,0,1.5,4500
Skoda,Mid,SUV,side,5,scratch,0.073,0,10.85,3600
Nissan,Economy,SUV,front,7,scratch,0.161,0,5.04,3100
Renault,Economy,Sedan,front,4,glass_damage,0.186,0,6.07,9500
Hyundai,Economy,Hatchback,front,7,lamp_broken,0.155,1,2.48,14400
Renault,Economy,Sedan,front,4,dent,0.222,1,6.03,17700
Toyota,Mid,SUV,front,10,scratch,0.13,0,4.6,5200
Mercedes,Luxury,Sedan,front,10,scratch,0.03,0,10.76,6200
Tata,Economy,Hatchback,rear,4,glass_damage,0.014,0,4.32,4100
Renault,Economy,Hatchback,front,6,scratch,0.135,0,3.25,2500
Maruti Suzuki,Economy,Sedan,front,1,dent,0.12,0,6.97,6600
Toyota,Mid,Hatchback,front,8,dent,0.053,0,3.7,6100
Hyundai,Economy,Hatchback,front,2,lamp_broken,0.104,0,5.02,6400
Toyota,Mid,SUV,rear,4,scratch,0.063,0,12.33,3000
Nissan,Economy,Hatchback,side,9,scratch,0.129,0,1.79,1600
Kia,Mid,Sedan,side,10,scratch,0.158,0,3.59,3700
Nissan,Economy,Hatchback,rear,4,dent,0.051,0,3.68,2800
Hyundai,Economy,Hatchback,rear,4,glass_damage,0.053,0,3.82,5200
Tata,Economy,Hatchback,front,5,dent,0.096,0,3.25,5100
Volvo,Luxury,Sedan,front,7,dent,0.075,0,16.68,18200
Renault,Economy,Sedan,side,3,glass_damage,0.046,0,6.58,5400
Renault,Economy,Hatchback,side,9,scratch,0.137,0,2.03,1800
Audi,Luxury,Sedan,front,7,dent,0.187,0,17.15,26100
Mercedes,Luxury,Sedan,rear,8,lamp_broken,0.139,0,16.53,26600
BMW,Luxury,SUV,front,8,dent,0.069,0,21.65,21800
Kia,Mid,SUV,front,3,dent,0.215,1,12.54,35300
Maruti Suzuki,Economy,Hatchback,rear,8,glass_damage,0.083,0,2.36,4600
Renault,Economy,Sedan,front,4,scratch,0.072,0,6.02,2100
Renault,Economy,Hatchback,rear,3,dent,0.097,0,4.32,3500
Tata,Economy,Hatchback,rear,1,dent,0.243,0,4.99,6700
Tata,Economy,Sedan,front,2,scratch,0.135,0,6.48,3000
Maruti Suzuki,Economy,SUV,front,2,glass_damage,0.142,0,7.04,12300
Hyundai,Economy,Hatchback,side,5,scratch,0.069,0,3.64,1300
Honda,Mid,SUV,side,6,dent,0.101,0,9.0,9200
Jaguar,Luxury,Sedan,front,4,glass_damage,0.108,0,26.57,48600
BMW,Luxury,SUV,rear,6,damaged_tire,0.288,0,31.07,23900
Renault,Economy,Sedan,rear,5,glass_damage,0.128,0,5.59,6300
Nissan,Economy,Hatchback,front,6,dent,0.081,0,3.15,3500
Nissan,Economy,Hatchback,front,5,damaged_tire,0.098,0,3.72,4700
Mercedes,Luxury,SUV,front,3,glass_damage,0.084,0,41.26,53300
Skoda,Mid,SUV,side,9,lamp_broken,0.238,0,6.16,20000
Renault,Economy,Sedan,side,0,scratch,0.028,0,7.84,1300
Skoda,Mid,Hatchback,rear,1,dent,0.235,0,7.96,11900
Nissan,Economy,SUV,front,3,glass_damage,0.131,0,8.11,9700
Skoda,Mid,SUV,rear,2,dent,0.134,0,12.8,12600
Renault,Economy,Sedan,rear,4,dent,0.235,0,5.53,6400
Nissan,Economy,Hatchback,front,8,glass_damage,0.115,0,2.56,6000
Maruti Suzuki,Economy,Hatchback,side,9,damaged_tire,0.149,0,2.01,3700
Renault,Economy,Hatchback,rear,7,scratch,0.189,0,2.71,2000
Mercedes,Luxury,Sedan,rear,3,damaged_tire,0.144,0,27.02,17700
Tata,Economy,Sedan,side,3,lamp_broken,0.04,0,6.12,3500
Volkswagen,Mid,SUV,side,5,scratch,0.197,0,10.59,5900
Renault,Economy,Sedan,front,17,dent,0.089,0,1.65,4500
Tata,Economy,Hatchback,side,4,dent,0.132,0,4.17,4300
Tata,Economy,Hatchback,rear,5,lamp_broken,0.14,0,4.0,4900
Renault,Economy,Hatchback,side,3,lamp_broken,0.042,0,4.67,3400
BMW,Luxury,Sedan,rear,6,damaged_tire,0.139,0,19.52,17800
Renault,Economy,Hatchback,side,4,dent,0.082,0,4.06,3500
MG,Mid,SUV,front,5,lamp_broken,0.088,0,9.82,18100
Nissan,Economy,SUV,front,3,dent,0.02,0,8.14,3400
MG,Mid,SUV,front,10,damaged_tire,0.078,0,4.64,7400
Honda,Mid,Hatchback,side,10,scratch,0.247,0,2.5,4000
Volkswagen,Mid,SUV,rear,12,scratch,0.088,0,3.09,2500
Mercedes,Luxury,Sedan,rear,8,scratch,0.135,0,14.45,8300
Tata,Economy,Hatchback,front,5,glass_damage,0.064,0,3.54,6400
Kia,Mid,SUV,front,2,scratch,0.02,0,13.35,2900
Toyota,Mid,Sedan,rear,6,dent,0.098,0,7.06,6600
MG,Mid,SUV,rear,9,glass_damage,0.028,0,5.86,9400
Maruti Suzuki,Economy,Hatchback,side,6,dent,0.042,0,3.13,2500
Maruti Suzuki,Economy,SUV,front,9,dent,0.056,0,3.81,4700
Toyota,Mid,SUV,side,5,scratch,0.08,0,10.48,3600
Renault,Economy,Hatchback,rear,8,scratch,0.198,0,2.27,2000
Hyundai,Economy,Hatchback,front,6,dent,0.131,0,3.36,4500
Audi,Luxury,SUV,front,6,scratch,0.209,0,28.83,17500
Jaguar,Luxury,SUV,front,4,lamp_broken,0.169,0,35.21,54600
Renault,Economy,Hatchback,rear,7,glass_damage,0.313,1,2.85,17100
Nissan,Economy,Hatchback,front,9,dent,0.1,0,1.97,4000
Skoda,Mid,Sedan,front,4,scratch,0.215,0,8.86,5100
Renault,Economy,Hatchback,rear,6,lamp_broken,0.193,0,3.26,5800
Nissan,Economy,SUV,front,3,dent,0.067,0,7.96,5100
Hyundai,Economy,Hatchback,side,12,scratch,0.135,0,1.5,1600
Audi,Luxury,SUV,front,3,dent,0.049,0,40.1,21700
Maruti Suzuki,Economy,Hatchback,front,3,dent,0.107,0,3.8,4400
Renault,Economy,Sedan,rear,4,dent,0.177,0,5.74,4800
Hyundai,Economy,Hatchback,side,1,dent,0.117,0,5.04,5100
Hyundai,Economy,Sedan,front,2,glass_damage,0.175,0,6.87,9100
Jaguar,Luxury,SUV,front,3,scratch,0.135,0,40.84,14200
Maruti Suzuki,Economy,Hatchback,rear,2,lamp_broken,0.2,0,4.51,7100
Nissan,Economy,Hatchback,side,2,dent,0.208,0,5.0,5900
Toyota,Mid,Sedan,side,1,dent,0.14,0,10.58,10800
Maruti Suzuki,Economy,Sedan,side,6,dent,0.258,0,5.12,5900
Tata,Economy,SUV,rear,2,scratch,0.161,0,8.55,3200
Renault,Economy,Sedan,rear,3,glass_damage,0.021,0,6.16,4900
Nissan,Economy,SUV,rear,2,glass_damage,0.228,1,8.3,19200
Nissan,Economy,Hatchback,front,2,scratch,0.135,0,4.93,2600
Maruti Suzuki,Economy,Hatchback,front,17,glass_damage,0.026,0,1.5,4300
Audi,Luxury,SUV,front,2,scratch,0.156,0,44.46,19800
Volvo,Luxury,Sedan,side,8,scratch,0.147,0,15.19,10600
MG,Mid,SUV,rear,2,glass_damage,0.173,1,14.47,35500
MG,Mid,SUV,front,3,lamp_broken,0.053,0,11.32,14700
Hyundai,Economy,Sedan,rear,13,dent,0.016,0,1.55,1500
Skoda,Mid,SUV,rear,4,dent,0.021,0,12.38,5900
MG,Mid,Sedan,rear,3,damaged_tire,0.134,0,8.85,5600
MG,Mid,Sedan,rear,4,scratch,0.143,0,8.17,3900
Toyota,Mid,SUV,rear,12,scratch,0.225,0,3.55,4500
Renault,Economy,Hatchback,side,9,damaged_tire,0.084,0,2.0,3400
Volkswagen,Mid,Sedan,front,9,lamp_broken,0.031,0,4.32,9700
Renault,Economy,Hatchback,front,6,scratch,0.117,0,3.21,2100
Nissan,Economy,Sedan,front,11,damaged_tire,0.085,0,1.94,3300
Tata,Economy,Hatchback,front,1,dent,0.035,0,5.32,3100
Nissan,Economy,Hatchback,front,4,dent,0.116,0,3.95,5100
Audi,Luxury,SUV,front,2,scratch,0.143,0,43.12,18500
Nissan,Economy,SUV,front,6,scratch,0.158,0,5.69,2900
Nissan,Economy,Hatchback,rear,9,scratch,0.306,0,1.94,2400
Renault,Economy,Hatchback,front,3,scratch,0.046,0,3.9,1600
Renault,Economy,Hatchback,side,4,dent,0.022,0,4.15,2100
Volkswagen,Mid,SUV,side,10,glass_damage,0.199,0,5.32,17100
Tata,Economy,SUV,rear,7,dent,0.084,0,5.44,3500
BMW,Luxury,Sedan,rear,3,dent,0.058,0,29.19,15500
Toyota,Mid,Sedan,side,3,scratch,0.134,0,9.0,3500
Volvo,Luxury,SUV,side,6,dent,0.137,0,31.63,23100
Renault,Economy,Hatchback,rear,8,glass_damage,0.227,1,2.5,18300
Tata,Economy,Sedan,rear,4,dent,0.186,0,4.9,5300
BMW,Luxury,Sedan,rear,7,damaged_tire,0.067,0,19.37,11400
Tata,Economy,Hatchback,front,7,scratch,0.18,0,2.88,2500
Honda,Mid,Sedan,rear,2,dent,0.161,0,9.85,11000
Toyota,Mid,Sedan,front,4,scratch,0.171,0,8.95,5700
Nissan,Economy,Hatchback,front,6,dent,0.167,1,3.21,15300
Skoda,Mid,Sedan,side,3,glass_damage,0.127,0,9.19,14500
Toyota,Mid,SUV,front,8,lamp_broken,0.108,0,6.82,19400
BMW,Luxury,SUV,side,1,damaged_tire,0.156,0,46.98,27300
Nissan,Economy,SUV,rear,4,dent,0.071,0,7.11,4500
MG,Mid,Sedan,front,12,scratch,0.107,0,2.33,3200
Maruti Suzuki,Economy,Hatchback,side,2,scratch,0.037,0,4.88,1400
Volkswagen,Mid,SUV,rear,7,glass_damage,0.206,0,8.08,14600
Toyota,Mid,SUV,front,2,lamp_broken,0.278,0,13.41,30700
Nissan,Economy,Hatchback,rear,4,dent,0.087,0,4.04,3200
Toyota,Mid,Sedan,side,4,damaged_tire,0.26,0,8.59,9600
Renault,Economy,SUV,side,2,lamp_broken,0.04,0,8.09,4900
Maruti Suzuki,Economy,Hatchback,rear,2,lamp_broken,0.036,0,4.46,3400
Nissan,Economy,Hatchback,front,13,scratch,0.21,0,1.5,2400
Volkswagen,Mid,SUV,front,5,dent,0.176,0,9.5,14700
Maruti Suzuki,Economy,Hatchback,rear,7,damaged_tire,0.137,0,2.76,3600
Renault,Economy,SUV,side,9,glass_damage,0.177,1,3.87,18200
Renault,Economy,Sedan,front,2,scratch,0.104,0,6.82,2800
Renault,Economy,Hatchback,front,2,glass_damage,0.063,0,4.81,7000
Nissan,Economy,Sedan,side,4,scratch,0.138,0,5.87,2300
Honda,Mid,Sedan,rear,5,scratch,0.068,0,7.46,2400
Maruti Suzuki,Economy,Hatchback,rear,3,dent,0.126,0,4.2,3600
BMW,Luxury,Sedan,rear,5,scratch,0.161,0,24.52,11600
Renault,Economy,Hatchback,front,5,scratch,0.072,0,3.62,1800
Nissan,Economy,Sedan,front,8,scratch,0.16,0,3.5,2400
Mercedes,Luxury,SUV,rear,8,glass_damage,0.075,0,20.95,40400
Tata,Economy,Sedan,front,10,dent,0.121,0,2.36,4900
Volvo,Luxury,SUV,front,0,dent,0.108,0,50.53,31400
Tata,Economy,Hatchback,side,6,scratch,0.089,0,3.07,1600
Nissan,Economy,SUV,front,5,lamp_broken,0.122,0,6.66,8800
Nissan,Economy,Hatchback,rear,5,lamp_broken,0.117,0,3.73,5100
Tata,Economy,Sedan,front,9,scratch,0.092,0,2.87,1900
Renault,Economy,Hatchback,side,3,dent,0.036,0,4.07,2700
Nissan,Economy,Sedan,front,7,glass_damage,0.073,0,3.92,7100
MG,Mid,Sedan,front,2,glass_damage,0.164,0,10.59,15400
Volkswagen,Mid,Hatchback,side,3,glass_damage,0.197,0,6.26,13800
Jaguar,Luxury,Sedan,front,3,scratch,0.186,0,27.55,15000
Toyota,Mid,SUV,front,10,dent,0.171,0,4.71,13100
Renault,Economy,Hatchback,front,4,scratch,0.052,0,4.1,1700
Hyundai,Economy,SUV,front,6,scratch,0.049,0,6.12,2000
Nissan,Economy,Hatchback,rear,3,scratch,0.17,0,3.98,2100
Renault,Economy,Hatchback,front,6,dent,0.19,0,3.09,5300
Volkswagen,Mid,SUV,side,4,dent,0.183,0,11.95,13200
BMW,Luxury,Sedan,side,13,dent,0.091,0,6.88,14200
Renault,Economy,SUV,rear,6,dent,0.151,0,5.72,5300
Volvo,Luxury,SUV,side,2,lamp_broken,0.193,0,44.01,47600
Kia,Mid,Sedan,rear,7,dent,0.146,0,6.41,7100
MG,Mid,SUV,rear,4,scratch,0.339,0,11.15,7100
Toyota,Mid,SUV,side,9,glass_damage,0.078,0,5.84,12900
Tata,Economy,Hatchback,rear,8,scratch,0.052,0,2.36,1000
Tata,Economy,SUV,rear,7,dent,0.047,0,5.46,3000
Hyundai,Economy,Hatchback,rear,3,scratch,0.112,0,4.36,1800
Skoda,Mid,SUV,rear,4,glass_damage,0.143,0,12.28,16100
Renault,Economy,Hatchback,front,10,lamp_broken,0.01,0,1.63,2600
Honda,Mid,SUV,side,6,glass_damage,0.26,0,9.78,18100
Renault,Economy,Hatchback,rear,2,damaged_tire,0.103,0,5.08,3600
Volkswagen,Mid,SUV,side,3,dent,0.104,0,13.48,9900
Maruti Suzuki,Economy,Sedan,front,6,scratch,0.052,0,4.31,1500
Volkswagen,Mid,Sedan,rear,2,dent,0.192,0,9.97,10700
Toyota,Mid,Sedan,side,5,scratch,0.12,0,7.5,3700
Volkswagen,Mid,SUV,front,2,lamp_broken,0.094,0,13.2,19900
Maruti Suzuki,Economy,Hatchback,side,3,lamp_broken,0.282,0,4.48,8900
Hyundai,Economy,Sedan,side,4,scratch,0.257,0,5.68,2800
Maruti Suzuki,Economy,Hatchback,rear,3,dent,0.118,0,4.49,4000
Toyota,Mid,SUV,side,5,dent,0.209,0,9.73,13900
Hyundai,Economy,Hatchback,side,2,damaged_tire,0.057,0,4.72,3800
Kia,Mid,Hatchback,front,10,scratch,0.226,0,2.48,4400
Maruti Suzuki,Economy,Sedan,rear,4,lamp_broken,0.317,0,5.89,8200
Toyota,Mid,Sedan,front,3,dent,0.075,0,8.94,8100
Maruti Suzuki,Economy,Hatchback,rear,2,dent,0.122,0,4.56,4600
Nissan,Economy,Hatchback,front,4,glass_damage,0.202,0,4.05,9300
Nissan,Economy,Sedan,rear,1,lamp_broken,0.075,0,7.54,5300
Tata,Economy,Hatchback,front,11,dent,0.114,0,1.5,3500
Nissan,Economy,Sedan,rear,7,lamp_broken,0.07,0,4.47,4200
Skoda,Mid,SUV,front,8,damaged_tire,0.13,0,6.76,9200
Audi,Luxury,Sedan,rear,5,dent,0.052,0,24.2,14300
Skoda,Mid,SUV,front,4,scratch,0.206,0,11.92,5800
BMW,Luxury,Sedan,rear,6,dent,0.199,0,21.05,21700
Nissan,Economy,Hatchback,side,6,damaged_tire,0.158,0,3.25,4100
Nissan,Economy,SUV,rear,5,scratch,0.058,0,6.3,1800
Volkswagen,Mid,SUV,rear,4,dent,0.114,0,12.69,10900
Maruti Suzuki,Economy,Hatchback,side,7,damaged_tire,0.228,0,2.89,4500
Maruti Suzuki,Economy,Hatchback,front,1,scratch,0.277,0,5.25,3700
Hyundai,Economy,Hatchback,front,4,glass_damage,0.044,0,3.79,6100
Maruti Suzuki,Economy,Hatchback,front,4,scratch,0.15,0,3.8,2300
Hyundai,Economy,Hatchback,front,6,scratch,0.105,0,3.24,2000
Renault,Economy,Hatchback,front,5,dent,0.037,0,3.64,3500
Honda,Mid,Sedan,rear,5,dent,0.21,0,7.69,11200
BMW,Luxury,SUV,front,15,scratch,0.281,0,9.88,18100
Mercedes,Luxury,Sedan,front,7,dent,0.171,0,17.93,28000
Audi,Luxury,SUV,front,7,dent,0.335,0,26.21,43800
Tata,Economy,Hatchback,front,4,dent,0.055,0,4.13,3500
Renault,Economy,SUV,front,11,glass_damage,0.115,0,2.36,8200
Nissan,Economy,Hatchback,front,3,dent,0.184,0,4.39,6200
